Year,State,District,Post_Monsoon,Pre_Monsoon
2019-20,Bihar,Rohtas,2 to 5,5 to 10
2019-20,Bihar,Saharsa,2 to 5,2 to 5
2019-20,Bihar,Samastipur,2 to 5,5 to 10
2019-20,Bihar,Saran,2 to 5,5 to 10
2019-20,Bihar,Sheikhpura,2 to 5,5 to 10
2019-20,Bihar,Sheohar,2 to 5,2 to 5
2019-20,Bihar,Sitamarhi,2 to 5,2 to 5
2019-20,Bihar,Siwan,2 to 5,2 to 5
2019-20,Bihar,Supaul,2 to 5,2 to 5
2019-20,Bihar,Vaishali,2 to 5,5 to 10
2019-20,Bihar,West Champaran,2 to 5,2 to 5
2019-20,Chandigarh,Chandigarh,10 to 20,10 to 20
2019-20,Chhattisgarh,Balod,2 to 5,5 to 10
2019-20,Chhattisgarh,Baloda Bazar,2 to 5,5 to 10
2019-20,Chhattisgarh,Balrampur,2 to 5,5 to 10
2019-20,Chhattisgarh,Bastar,2 to 5,5 to 10
2019-20,Chhattisgarh,Bemetara,2 to 5,5 to 10
2019-20,Chhattisgarh,Bijapur,2 to 5,5 to 10
2019-20,Chhattisgarh,Bilaspur,2 to 5,5 to 10
2019-20,Chhattisgarh,Dantewada,2 to 5,5 to 10
2019-20,Chhattisgarh,Dhamtari,2 to 5,5 to 10
2019-20,Chhattisgarh,Durg,2 to 5,5 to 10
2019-20,Chhattisgarh,Gariyaband,2 to 5,5 to 10
2019-20,Chhattisgarh,Janjgir-Champa,2 to 5,2 to 5
2019-20,Chhattisgarh,Jashpur,2 to 5,5 to 10
2019-20,Chhattisgarh,Kanker (North Bastar),2 to 5,5 to 10
2019-20,Chhattisgarh,Kawardha/ Kabirdham,2 to 5,5 to 10
2019-20,Chhattisgarh,Kondagaon,2 to 5,5 to 10
2019-20,Chhattisgarh,Korba,2 to 5,5 to 10
2019-20,Chhattisgarh,Koriya,2 to 5,5 to 10
2019-20,Chhattisgarh,Mahasamund,2 to 5,5 to 10
2019-20,Chhattisgarh,Mungeli,2 to 5,5 to 10
2019-20,Chhattisgarh,Narayanpur,2 to 5,5 to 10
2019-20,Chhattisgarh,Raigarh,2 to 5,5 to 10
2019-20,Chhattisgarh,Raipur,2 to 5,5 to 10
2019-20,Chhattisgarh,Rajnandgaon,5 to 10,5 to 10
2019-20,Chhattisgarh,Sukma,2 to 5,5 to 10
2019-20,Chhattisgarh,Surajpur,2 to 5,5 to 10
2019-20,Chhattisgarh,Surguja,2 to 5,5 to 10
2019-20,Dadra and Nagar Haveli,Dadra and Nagar Haveli,2 to 5,5 to 10
2019-20,Daman and Diu,Daman,0 to 2,5 to 10
2019-20,Daman and Diu,Diu,5 to 10,5 to 10
2019-20,Delhi,Central Delhi,2 to 5,2 to 5
2019-20,Delhi,East Delhi,5 to 10,10 to 20
2019-20,Delhi,New Delhi,20 to 40,20 to 40
2019-20,Delhi,North Delhi,5 to 10,5 to 10
2019-20,Delhi,North-East Delhi,2 to 5,5 to 10
2019-20,Delhi,North-West Delhi,2 to 5,5 to 10
2019-20,Delhi,Shahdara,5 to 10,10 to 20
2019-20,Delhi,South Delhi,>40,>40
2019-20,Delhi,South-East Delhi,20 to 40,20 to 40
2019-20,Delhi,South-West Delhi,10 to 20,10 to 20
2019-20,Delhi,West Delhi,5 to 10,10 to 20
2019-20,Goa,Bardez,2 to 5,10 to 20
2019-20,Goa,Bicholim,5 to 10,5 to 10
2019-20,Goa,Canacona,10 to 20,2 to 5
2019-20,Goa,Mormugao,2 to 5,2 to 5
2019-20,Goa,North Goa,2 to 5,2 to 5
2019-20,Goa,Pernem,2 to 5,2 to 5
2019-20,Goa,Ponda,5 to 10,5 to 10
2019-20,Goa,Quepem,2 to 5,5 to 10
2019-20,Goa,Salcete,2 to 5,5 to 10
2019-20,Goa,Sanguem,5 to 10,5 to 10
2019-20,Goa,Satari,2 to 5,5 to 10
2019-20,Goa,South Goa,2 to 5,2 to 5
2019-20,Goa,Tiswadi,2 to 5,5 to 10
2019-20,Gujarat,Ahmedabad,10 to 20,2 to 5
2019-20,Gujarat,Amreli,5 to 10,10 to 20
2019-20,Gujarat,Anand,10 to 20,20 to 40
2019-20,Gujarat,Aravalli,5 to 10,10 to 20
2019-20,Gujarat,Banaskantha,20 to 40,10 to 20
2019-20,Gujarat,Bharuch,5 to 10,5 to 10
2019-20,Gujarat,Bhavnagar,5 to 10,10 to 20
2019-20,Gujarat,Botad,5 to 10,10 to 20
2019-20,Gujarat,Chhota Udaipur,5 to 10,10 to 20
2019-20,Gujarat,Dang,0 to 2,5 to 10
2019-20,Gujarat,Devbhumi Dwarka,5 to 10,10 to 20
2019-20,Gujarat,Dohad,2 to 5,5 to 10
2019-20,Gujarat,Gandhinagar,10 to 20,10 to 20
2019-20,Gujarat,Gir Somnath,5 to 10,10 to 20
2019-20,Gujarat,Jamnagar,5 to 10,10 to 20
2019-20,Gujarat,Junagadh,5 to 10,10 to 20
2019-20,Gujarat,Kachchh,10 to 20,10 to 20
2019-20,Gujarat,Kheda,2 to 5,5 to 10
2019-20,Gujarat,Mahesana,5 to 10,5 to 10
2019-20,Gujarat,Mahisagar,2 to 5,10 to 20
2019-20,Gujarat,Morbi,2 to 5,2 to 5
2019-20,Gujarat,Narmada,2 to 5,5 to 10
2019-20,Gujarat,Navsari,0 to 2,5 to 10
2019-20,Gujarat,Panchmahal,2 to 5,10 to 20
2019-20,Gujarat,Patan,10 to 20,10 to 20
2019-20,Gujarat,Porbandar,10 to 20,10 to 20
2019-20,Gujarat,Rajkot,5 to 10,10 to 20
2019-20,Gujarat,Sabarkantha,5 to 10,10 to 20
2019-20,Gujarat,Surat,0 to 2,5 to 10
2019-20,Gujarat,Surendranagar,2 to 5,2 to 5
2019-20,Gujarat,Tapi,0 to 2,5 to 10
2019-20,Gujarat,Vadodara,5 to 10,10 to 20
2019-20,Gujarat,Valsad,0 to 2,5 to 10
2019-20,Haryana,Ambala,10 to 20,10 to 20
2019-20,Haryana,Bhiwani,2 to 5,2 to 5
2019-20,Haryana,Charkhi Dadri,>40,>40
2019-20,Haryana,Faridabad,10 to 20,20 to 40
2019-20,Haryana,Fatehabad,20 to 40,20 to 40
2019-20,Haryana,Gurgaon/Gururgram,20 to 40,20 to 40
2019-20,Haryana,Hisar,5 to 10,10 to 20
2019-20,Haryana,Jhajjar,2 to 5,2 to 5
2019-20,Haryana,Jind,10 to 20,10 to 20
2019-20,Haryana,Kaithal,20 to 40,20 to 40
2019-20,Haryana,Karnal,20 to 40,20 to 40
2019-20,Haryana,Kurukshetra,>40,20 to 40
2019-20,Haryana,Mahendragarh,20 to 40,20 to 40
2019-20,Haryana,Mewat,2 to 5,5 to 10
2019-20,Haryana,Palwal,5 to 10,5 to 10
2019-20,Haryana,Panchkula,10 to 20,10 to 20
2019-20,Haryana,Panipat,10 to 20,20 to 40
2019-20,Haryana,Rewari,10 to 20,20 to 40
2019-20,Haryana,Rohtak,0 to 2,2 to 5
2019-20,Haryana,Sirsa,10 to 20,10 to 20
2019-20,Haryana,Sonipat,5 to 10,2 to 5
2019-20,Haryana,Yamuna Nagar,10 to 20,10 to 20
2019-20,Himachal Pradesh,Bilaspur,2 to 5,2 to 5
2019-20,Himachal Pradesh,Chamba,N.A.,N.A.
2019-20,Himachal Pradesh,Hamirpur,5 to 10,2 to 5
2019-20,Himachal Pradesh,Kangra,2 to 5,2 to 5
2019-20,Himachal Pradesh,Kinnaur,5 to 10,5 to 10
2019-20,Himachal Pradesh,Kullu,5 to 10,5 to 10
2019-20,Himachal Pradesh,Lahul & Spiti,N.A.,N.A.
2019-20,Himachal Pradesh,Mandi,2 to 5,5 to 10
2019-20,Himachal Pradesh,Shimla,N.A.,N.A.
2019-20,Himachal Pradesh,Sirmaur,10 to 20,10 to 20
2019-20,Himachal Pradesh,Solan,10 to 20,20 to 40
2019-20,Himachal Pradesh,Una,2 to 5,5 to 10
2019-20,Jammu and Kashmir,Anantnag,10 to 20,10 to 20
2019-20,Jammu and Kashmir,Bandipora,2 to 5,0 to 2
2019-20,Jammu and Kashmir,Baramulla,0 to 2,0 to 2
2019-20,Jammu and Kashmir,Budgam,2 to 5,0 to 2
2019-20,Jammu and Kashmir,Doda,0 to 2,2 to 5
2019-20,Jammu and Kashmir,Ganderbal,0 to 2,0 to 2
2019-20,Jammu and Kashmir,Jammu,2 to 5,2 to 5
2019-20,Jammu and Kashmir,Kathua,2 to 5,5 to 10
2019-20,Jammu and Kashmir,Kishtwar,10 to 20,10 to 20
2019-20,Jammu and Kashmir,Kulgam,10 to 20,10 to 20
2019-20,Jammu and Kashmir,Kupwara,0 to 2,0 to 2
2019-20,Jammu and Kashmir,Poonch,N.A.,N.A.
2019-20,Jammu and Kashmir,Pulwama,20 to 40,2 to 5
2019-20,Jammu and Kashmir,Rajauri,2 to 5,2 to 5
2019-20,Jammu and Kashmir,Ramban,0 to 2,2 to 5
2019-20,Jammu and Kashmir,Reasi,2 to 5,2 to 5
2019-20,Jammu and Kashmir,Samba,2 to 5,2 to 5
2019-20,Jammu and Kashmir,Shopian,2 to 5,0 to 2
2019-20,Jammu and Kashmir,Srinagar,2 to 5,2 to 5
2019-20,Jammu and Kashmir,Udhampur,0 to 2,2 to 5
2019-20,Jharkhand,Bokaro,2 to 5,5 to 10
2019-20,Jharkhand,Chatra,5 to 10,5 to 10
2019-20,Jharkhand,Deoghar,5 to 10,5 to 10
2019-20,Jharkhand,Dhanbad,5 to 10,5 to 10
2019-20,Jharkhand,Dumka,2 to 5,5 to 10
2019-20,Jharkhand,East Singhbhum,2 to 5,2 to 5
2019-20,Jharkhand,Garhwa,2 to 5,5 to 10
2019-20,Jharkhand,Giridih,2 to 5,5 to 10
2019-20,Jharkhand,Godda,2 to 5,5 to 10
2019-20,Jharkhand,Gumla,5 to 10,5 to 10
2019-20,Jharkhand,Hazaribagh,5 to 10,5 to 10
2019-20,Jharkhand,Jamtara,2 to 5,5 to 10
2019-20,Jharkhand,Khunti,5 to 10,5 to 10
2019-20,Jharkhand,Kodarma,2 to 5,5 to 10
2019-20,Jharkhand,Latehar,2 to 5,5 to 10
2019-20,Jharkhand,Lohardaga,2 to 5,5 to 10
2019-20,Jharkhand,Pakur,5 to 10,5 to 10
2019-20,Jharkhand,Palamu,2 to 5,5 to 10
2019-20,Jharkhand,Ramgarh,5 to 10,5 to 10
2019-20,Jharkhand,Ranchi,2 to 5,5 to 10
2019-20,Jharkhand,Sahibganj,2 to 5,5 to 10
2019-20,Jharkhand,Saraikela Kharsawan,5 to 10,5 to 10
2019-20,Jharkhand,Simdega,5 to 10,5 to 10
2019-20,Jharkhand,West Singhbhum,2 to 5,5 to 10
2019-20,Karnataka,Bagalkot,2 to 5,5 to 10
2019-20,Karnataka,Bangalore Rural,2 to 5,5 to 10
2019-20,Karnataka,Bangalore Urban,2 to 5,2 to 5
2019-20,Karnataka,Belgaum,2 to 5,5 to 10
2019-20,Karnataka,Bellary,2 to 5,2 to 5
2019-20,Karnataka,Bidar,10 to 20,5 to 10
2019-20,Karnataka,Bijapur,5 to 10,5 to 10
2019-20,Karnataka,Chamarajanagar,5 to 10,5 to 10
2019-20,Karnataka,Chikballapura,2 to 5,2 to 5
2019-20,Karnataka,Chikmagalur,5 to 10,5 to 10
2019-20,Karnataka,Chitradurga,5 to 10,5 to 10
2019-20,Karnataka,Dakshina Kannada,5 to 10,5 to 10
2019-20,Karnataka,Davangere,0 to 2,5 to 10
2019-20,Karnataka,Dharwad,5 to 10,2 to 5
2019-20,Karnataka,Gadag,5 to 10,5 to 10
2019-20,Karnataka,Gulbarga,5 to 10,5 to 10
2019-20,Karnataka,Hassan,2 to 5,5 to 10
2019-20,Karnataka,Haveri,2 to 5,10 to 20
2019-20,Karnataka,Kodagu,5 to 10,5 to 10
2019-20,Karnataka,Kolar,2 to 5,2 to 5
2019-20,Karnataka,Koppal,5 to 10,5 to 10
2019-20,Karnataka,Mandya,2 to 5,2 to 5
2019-20,Karnataka,Mysore,0 to 2,2 to 5
2019-20,Karnataka,Raichur,5 to 10,5 to 10
2019-20,Karnataka,Ramanagara,2 to 5,5 to 10
2019-20,Karnataka,Shimoga,5 to 10,10 to 20
2019-20,Karnataka,Tumkur,2 to 5,2 to 5
2019-20,Karnataka,Udupi,5 to 10,5 to 10
2019-20,Karnataka,Uttara Kannada,2 to 5,5 to 10
2019-20,Karnataka,Yadgir,5 to 10,5 to 10
2019-20,Kerala,Alappuzha,0 to 2,2 to 5
2019-20,Kerala,Ernakulam,5 to 10,5 to 10
2019-20,Kerala,Idukki,2 to 5,2 to 5
2019-20,Kerala,Kannur,5 to 10,5 to 10
2019-20,Kerala,Kasaragod,5 to 10,10 to 20
2019-20,Kerala,Kollam,5 to 10,5 to 10
2019-20,Kerala,Kottayam,2 to 5,2 to 5
2019-20,Kerala,Kozhikode,2 to 5,5 to 10
2019-20,Kerala,Malappuram,5 to 10,5 to 10
2019-20,Kerala,Palakkad,2 to 5,5 to 10
2019-20,Kerala,Pathanamthitta,5 to 10,5 to 10
2019-20,Kerala,Thiruvananthapuram,5 to 10,5 to 10
2019-20,Kerala,Thrissur,5 to 10,5 to 10
2019-20,Kerala,Wayanad,5 to 10,5 to 10
2019-20,Ladakh,Kargil,10 to 20,10 to 20
2019-20,Ladakh,Leh,10 to 20,10 to 20
2019-20,Madhya Pradesh,Agar Malwa,5 to 10,10 to 20
2019-20,Madhya Pradesh,Alirajpur,5 to 10,5 to 10
2019-20,Madhya Pradesh,Anuppur,5 to 10,5 to 10
2019-20,Madhya Pradesh,Ashok Nagar,5 to 10,5 to 10
2019-20,Madhya Pradesh,Balaghat,2 to 5,5 to 10
2019-20,Madhya Pradesh,Barwani,5 to 10,10 to 20
2019-20,Madhya Pradesh,Betul,5 to 10,10 to 20
2019-20,Madhya Pradesh,Bhind,20 to 40,5 to 10
2019-20,Madhya Pradesh,Bhopal,5 to 10,5 to 10
2019-20,Madhya Pradesh,Burhanpur,5 to 10,10 to 20
2019-20,Madhya Pradesh,Chhatarpur,5 to 10,10 to 20
2019-20,Madhya Pradesh,Chhindwara,5 to 10,10 to 20
2019-20,Madhya Pradesh,Damoh,2 to 5,5 to 10
2019-20,Madhya Pradesh,Datia,5 to 10,10 to 20
2019-20,Madhya Pradesh,Dewas,5 to 10,5 to 10
2019-20,Madhya Pradesh,Dhar,5 to 10,5 to 10
2019-20,Madhya Pradesh,Dindori,2 to 5,5 to 10
2019-20,Madhya Pradesh,Guna,2 to 5,10 to 20
2019-20,Madhya Pradesh,Gwalior,10 to 20,10 to 20
2019-20,Madhya Pradesh,Harda,5 to 10,10 to 20
2019-20,Madhya Pradesh,Hoshangabad,5 to 10,5 to 10
2019-20,Madhya Pradesh,Indore,5 to 10,10 to 20
2019-20,Madhya Pradesh,Jabalpur,2 to 5,5 to 10
2019-20,Madhya Pradesh,Jhabua,5 to 10,5 to 10
2019-20,Madhya Pradesh,Katni,5 to 10,10 to 20
2019-20,Madhya Pradesh,Khandwa,2 to 5,5 to 10
2019-20,Madhya Pradesh,Khargone,5 to 10,5 to 10
2019-20,Madhya Pradesh,Mandla,2 to 5,5 to 10
2019-20,Madhya Pradesh,Mandsaur,2 to 5,5 to 10
2019-20,Madhya Pradesh,Morena,20 to 40,20 to 40
2019-20,Madhya Pradesh,Narsinghpur,5 to 10,5 to 10
2019-20,Madhya Pradesh,Neemuch,2 to 5,5 to 10
2019-20,Madhya Pradesh,Niwari,2 to 5,10 to 20
2019-20,Madhya Pradesh,Panna,2 to 5,5 to 10
2019-20,Madhya Pradesh,Raisen,5 to 10,5 to 10
2019-20,Madhya Pradesh,Rajgarh,10 to 20,10 to 20
2019-20,Madhya Pradesh,Ratlam,10 to 20,10 to 20
2019-20,Madhya Pradesh,Rewa,5 to 10,10 to 20
2019-20,Madhya Pradesh,Sagar,5 to 10,10 to 20
2019-20,Madhya Pradesh,Satna,5 to 10,5 to 10
2019-20,Madhya Pradesh,Sehore,5 to 10,10 to 20
2019-20,Madhya Pradesh,Seoni,5 to 10,5 to 10
2019-20,Madhya Pradesh,Shahdol,5 to 10,5 to 10
2019-20,Madhya Pradesh,Shajapur,5 to 10,10 to 20
2019-20,Madhya Pradesh,Sheopur,2 to 5,10 to 20
2019-20,Madhya Pradesh,Shivpuri,5 to 10,10 to 20
2019-20,Madhya Pradesh,Sidhi,5 to 10,10 to 20
2019-20,Madhya Pradesh,Singrauli,5 to 10,5 to 10
2019-20,Madhya Pradesh,Tikamgarh,2 to 5,10 to 20
2019-20,Madhya Pradesh,Ujjain,5 to 10,10 to 20
2019-20,Madhya Pradesh,Umaria,5 to 10,5 to 10
2019-20,Madhya Pradesh,Vidisha,5 to 10,5 to 10
2019-20,Maharashtra,Ahmednagar,5 to 10,5 to 10
2019-20,Maharashtra,Akola,10 to 20,10 to 20
2019-20,Maharashtra,Amravati,5 to 10,5 to 10
2019-20,Maharashtra,Aurangabad,5 to 10,10 to 20
2019-20,Maharashtra,Beed,5 to 10,10 to 20
2019-20,Maharashtra,Bhandara,2 to 5,10 to 20
2019-20,Maharashtra,Buldana,5 to 10,5 to 10
2019-20,Maharashtra,Chandrapur,2 to 5,5 to 10
2019-20,Maharashtra,Dhule,5 to 10,5 to 10
2019-20,Maharashtra,Gadchiroli,2 to 5,5 to 10
2019-20,Maharashtra,Gondia,2 to 5,5 to 10
2019-20,Maharashtra,Hingoli,5 to 10,10 to 20
2019-20,Maharashtra,Jalgaon,2 to 5,5 to 10
2019-20,Maharashtra,Jalna,5 to 10,10 to 20
2019-20,Maharashtra,Kolhapur,0 to 2,0 to 2
2019-20,Maharashtra,Latur,10 to 20,10 to 20
2019-20,Maharashtra,Mumbai City,0 to 2,2 to 5
2019-20,Maharashtra,Mumbai Suburban,2 to 5,5 to 10
2019-20,Maharashtra,Nagpur,2 to 5,5 to 10
2019-20,Maharashtra,Nanded,5 to 10,10 to 20
2019-20,Maharashtra,Nandurbar,5 to 10,5 to 10
2019-20,Maharashtra,Nashik,2 to 5,5 to 10
2019-20,Maharashtra,Osmanabad,5 to 10,5 to 10
2019-20,Maharashtra,Palghar,2 to 5,2 to 5
2019-20,Maharashtra,Parbhani,5 to 10,10 to 20
2019-20,Maharashtra,Pune,5 to 10,2 to 5
2019-20,Maharashtra,Raigad,0 to 2,2 to 5
2019-20,Maharashtra,Ratnagiri,2 to 5,5 to 10
2019-20,Maharashtra,Sangli,2 to 5,2 to 5
2019-20,Maharashtra,Satara,5 to 10,5 to 10
2019-20,Maharashtra,Sindhudurg,2 to 5,5 to 10
2019-20,Maharashtra,Solapur,5 to 10,5 to 10
2019-20,Maharashtra,Thane,2 to 5,2 to 5
2019-20,Maharashtra,Wardha,2 to 5,5 to 10
2019-20,Maharashtra,Washim,5 to 10,10 to 20
2019-20,Maharashtra,Yavatmal,5 to 10,5 to 10
2019-20,Meghalaya,East Garo Hills,2 to 5,2 to 5
2019-20,Meghalaya,East Jaintia Hills,0 to 2,0 to 2
2019-20,Meghalaya,East Khasi Hills,0 to 2,2 to 5
2019-20,Meghalaya,"North Garo
Hills",2 to 5,2 to 5
2019-20,Meghalaya,North Garo Hills,2 to 5,2 to 5
2019-20,Meghalaya,Ri Bhoi,2 to 5,2 to 5
2019-20,Meghalaya,Ri-Bhoi,2 to 5,2 to 5
2019-20,Meghalaya,South Garo Hills,2 to 5,2 to 5
2019-20,Meghalaya,South West Garo Hills,2 to 5,2 to 5
2019-20,Meghalaya,South West Khasi Hills,0 to 2,0 to 2
2019-20,Meghalaya,West Garo Hills,2 to 5,2 to 5
2019-20,Meghalaya,West Jaintia Hills,0 to 2,0 to 2
2019-20,Meghalaya,West Khasi Hills,0 to 2,2 to 5
2019-20,Nagaland,Dimapur,2 to 5,5 to 10
2019-20,Nagaland,Kiphire,20 to 40,20 to 40
2019-20,Nagaland,Kohima,0 to 2,2 to 5
2019-20,Nagaland,Longleng,20 to 40,20 to 40
2019-20,Nagaland,Mokokchung,0 to 2,2 to 5
2019-20,Nagaland,Mon,20 to 40,20 to 40
2019-20,Nagaland,Peren,2 to 5,2 to 5
2019-20,Nagaland,Phek,20 to 40,20 to 40
2019-20,Nagaland,Tuensang,20 to 40,20 to 40
2019-20,Nagaland,Wokha,2 to 5,5 to 10
2019-20,Nagaland,Zunheboto,0 to 2,2 to 5
2019-20,Odisha,Angul,2 to 5,5 to 10
2019-20,Odisha,Balangir,2 to 5,2 to 5
2019-20,Odisha,Baleshwar,2 to 5,2 to 5
2019-20,Odisha,Bargarh,2 to 5,0 to 2
2019-20,Odisha,Bhadrak,0 to 2,2 to 5
2019-20,Odisha,Boudh,2 to 5,5 to 10
2019-20,Odisha,Cuttack,0 to 2,2 to 5
2019-20,Odisha,Deogarh,2 to 5,5 to 10
2019-20,Odisha,Dhenkanal,2 to 5,5 to 10
2019-20,Odisha,Gajapati,2 to 5,2 to 5
2019-20,Odisha,Ganjam,0 to 2,2 to 5
2019-20,Odisha,Jagatsinghapur,0 to 2,2 to 5
2019-20,Odisha,Jajapur,0 to 2,2 to 5
2019-20,Odisha,Jharsuguda,2 to 5,5 to 10
2019-20,Odisha,Kalahandi,2 to 5,5 to 10
2019-20,Odisha,Kandhamal,2 to 5,5 to 10
2019-20,Odisha,Kendrapara,0 to 2,2 to 5
