Year,State,District,Post_Monsoon,Pre_Monsoon
2020-21,Tamil Nadu,Tirunelveli,2 to 5,2 to 5
2020-21,Tamil Nadu,Tiruppur,2 to 5,10 to 20
2020-21,Tamil Nadu,Tiruvallur,2 to 5,5 to 10
2020-21,Tamil Nadu,Tiruvannamalai,2 to 5,5 to 10
2020-21,Tamil Nadu,Tiruvarur,2 to 5,2 to 5
2020-21,Tamil Nadu,Trichy,5 to 10,5 to 10
2020-21,Tamil Nadu,Tuticorin,2 to 5,2 to 5
2020-21,Tamil Nadu,Vellore,5 to 10,5 to 10
2020-21,Tamil Nadu,Viluppuram,5 to 10,5 to 10
2020-21,Tamil Nadu,Virudhunagar,5 to 10,10 to 20
2020-21,Telangana,Adilabad,2 to 5,5 to 10
2020-21,Telangana,Bhadradri Kothagudem,2 to 5,5 to 10
2020-21,Telangana,Hyderabad,2 to 5,5 to 10
2020-21,Telangana,Jagtial,2 to 5,5 to 10
2020-21,Telangana,Jangaon,2 to 5,10 to 20
2020-21,Telangana,Jayashankar Bhupalpally,2 to 5,10 to 20
2020-21,Telangana,Jogulamba Gadwal,10 to 20,10 to 20
2020-21,Telangana,Kamareddy,2 to 5,10 to 20
2020-21,Telangana,Karimnagar,0 to 2,5 to 10
2020-21,Telangana,Khammam,2 to 5,5 to 10
2020-21,Telangana,Kumuram Bheem,5 to 10,5 to 10
2020-21,Telangana,Mahabubabad,2 to 5,10 to 20
2020-21,Telangana,Mahabubnagar,0 to 2,10 to 20
2020-21,Telangana,Mancherial,2 to 5,5 to 10
2020-21,Telangana,Medak,2 to 5,10 to 20
2020-21,Telangana,Medchal-Malkajgiri,10 to 20,10 to 20
2020-21,Telangana,Mulugu,2 to 5,10 to 20
2020-21,Telangana,Nagarkurnool,10 to 20,10 to 20
2020-21,Telangana,Nalgonda,2 to 5,5 to 10
2020-21,Telangana,Narayanpet,10 to 20,10 to 20
2020-21,Telangana,Nirmal,5 to 10,5 to 10
2020-21,Telangana,Nizamabad,2 to 5,10 to 20
2020-21,Telangana,Peddapalli,2 to 5,5 to 10
2020-21,Telangana,Rajanna Sircilla,2 to 5,5 to 10
2020-21,Telangana,Ranga Reddy,2 to 5,10 to 20
2020-21,Telangana,Sangareddy,10 to 20,20 to 40
2020-21,Telangana,Siddipet,10 to 20,20 to 40
2020-21,Telangana,Suryapet,5 to 10,10 to 20
2020-21,Telangana,Vikarabad,10 to 20,10 to 20
2020-21,Telangana,Wanaparthy,10 to 20,10 to 20
2020-21,Telangana,Warangal Rural,2 to 5,10 to 20
2020-21,Telangana,Warangal Urban,0 to 2,5 to 10
2020-21,Telangana,Yadadri Bhuvangiri,5 to 10,10 to 20
2020-21,Tripura,Dhalai,0 to 2,2 to 5
2020-21,Tripura,Gomati,2 to 5,2 to 5
2020-21,Tripura,Khowai,2 to 5,2 to 5
2020-21,Tripura,North Tripura,0 to 2,2 to 5
2020-21,Tripura,Sipahijala,0 to 2,2 to 5
2020-21,Tripura,South Tripura,2 to 5,2 to 5
2020-21,Tripura,Unakoti,2 to 5,5 to 10
2020-21,Tripura,West Tripura,2 to 5,2 to 5
2020-21,Uttar Pradesh,Agra,10 to 20,10 to 20
2020-21,Uttar Pradesh,Aligarh,5 to 10,5 to 10
2020-21,Uttar Pradesh,Allahabad,2 to 5,10 to 20
2020-21,Uttar Pradesh,Ambedkar Nagar,2 to 5,5 to 10
2020-21,Uttar Pradesh,Amethi,2 to 5,5 to 10
2020-21,Uttar Pradesh,Amroha,10 to 20,10 to 20
2020-21,Uttar Pradesh,Auraiya,5 to 10,5 to 10
2020-21,Uttar Pradesh,Azamgarh,2 to 5,2 to 5
2020-21,Uttar Pradesh,Baghpat,20 to 40,20 to 40
2020-21,Uttar Pradesh,Bahraich,2 to 5,2 to 5
2020-21,Uttar Pradesh,Ballia,0 to 2,5 to 10
2020-21,Uttar Pradesh,Balrampur,2 to 5,2 to 5
2020-21,Uttar Pradesh,Banda,0 to 2,2 to 5
2020-21,Uttar Pradesh,Barabanki,2 to 5,2 to 5
2020-21,Uttar Pradesh,Bareilly,5 to 10,5 to 10
2020-21,Uttar Pradesh,Basti,2 to 5,2 to 5
2020-21,Uttar Pradesh,Bhadohi,10 to 20,10 to 20
2020-21,Uttar Pradesh,Bijnor,10 to 20,10 to 20
2020-21,Uttar Pradesh,Budaun,10 to 20,10 to 20
2020-21,Uttar Pradesh,Bulandshahr,10 to 20,5 to 10
2020-21,Uttar Pradesh,Chandauli,2 to 5,0 to 2
2020-21,Uttar Pradesh,Chitrakoot,5 to 10,5 to 10
2020-21,Uttar Pradesh,Deoria,2 to 5,2 to 5
2020-21,Uttar Pradesh,Etah,5 to 10,5 to 10
2020-21,Uttar Pradesh,Etawah,20 to 40,5 to 10
2020-21,Uttar Pradesh,Faizabad,2 to 5,5 to 10
2020-21,Uttar Pradesh,Farrukhabad,10 to 20,10 to 20
2020-21,Uttar Pradesh,Fatehpur,2 to 5,5 to 10
2020-21,Uttar Pradesh,Firozabad,10 to 20,5 to 10
2020-21,Uttar Pradesh,Gautam Buddha Nagar,20 to 40,10 to 20
2020-21,Uttar Pradesh,Ghaziabad,5 to 10,10 to 20
2020-21,Uttar Pradesh,Ghazipur,2 to 5,2 to 5
2020-21,Uttar Pradesh,Gonda,2 to 5,2 to 5
2020-21,Uttar Pradesh,Gorakhpur,2 to 5,2 to 5
2020-21,Uttar Pradesh,Hamirpur,2 to 5,2 to 5
2020-21,Uttar Pradesh,Hapur,10 to 20,10 to 20
2020-21,Uttar Pradesh,Hardoi,2 to 5,5 to 10
2020-21,Uttar Pradesh,Hathras,5 to 10,10 to 20
2020-21,Uttar Pradesh,Jalaun,5 to 10,2 to 5
2020-21,Uttar Pradesh,Jaunpur,2 to 5,0 to 2
2020-21,Uttar Pradesh,Jhansi,5 to 10,5 to 10
2020-21,Uttar Pradesh,Kannauj,20 to 40,5 to 10
2020-21,Uttar Pradesh,Kanpur Dehat,5 to 10,5 to 10
2020-21,Uttar Pradesh,Kanpur Nagar,5 to 10,2 to 5
2020-21,Uttar Pradesh,Kasganj,5 to 10,5 to 10
2020-21,Uttar Pradesh,Kaushambi,10 to 20,10 to 20
2020-21,Uttar Pradesh,Kushinagar,2 to 5,2 to 5
2020-21,Uttar Pradesh,Lakhimpur Kheri,2 to 5,2 to 5
2020-21,Uttar Pradesh,Lalitpur,5 to 10,5 to 10
2020-21,Uttar Pradesh,Lucknow,10 to 20,10 to 20
2020-21,Uttar Pradesh,Maharajganj,2 to 5,2 to 5
2020-21,Uttar Pradesh,Mahoba,5 to 10,5 to 10
2020-21,Uttar Pradesh,Mainpuri,5 to 10,5 to 10
2020-21,Uttar Pradesh,Mathura,2 to 5,5 to 10
2020-21,Uttar Pradesh,Mau,2 to 5,0 to 2
2020-21,Uttar Pradesh,Meerut,5 to 10,5 to 10
2020-21,Uttar Pradesh,Mirzapur,2 to 5,2 to 5
2020-21,Uttar Pradesh,Moradabad,10 to 20,10 to 20
2020-21,Uttar Pradesh,Muzaffarnagar,10 to 20,20 to 40
2020-21,Uttar Pradesh,Pilibhit,2 to 5,2 to 5
2020-21,Uttar Pradesh,Pratapgarh,2 to 5,5 to 10
2020-21,Uttar Pradesh,Rae Bareli,2 to 5,2 to 5
2020-21,Uttar Pradesh,Rampur,2 to 5,5 to 10
2020-21,Uttar Pradesh,Saharanpur,5 to 10,5 to 10
2020-21,Uttar Pradesh,Sambhal,10 to 20,10 to 20
2020-21,Uttar Pradesh,Sant Kabir Nagar,2 to 5,2 to 5
2020-21,Uttar Pradesh,Sant Ravidas Nagar,2 to 5,5 to 10
2020-21,Uttar Pradesh,Shahjahanpur,5 to 10,5 to 10
2020-21,Uttar Pradesh,Shamli,2 to 5,10 to 20
2020-21,Uttar Pradesh,Shravasti,0 to 2,2 to 5
2020-21,Uttar Pradesh,Siddharth Nagar,2 to 5,2 to 5
2020-21,Uttar Pradesh,Sitapur,2 to 5,2 to 5
2020-21,Uttar Pradesh,Sonbhadra,2 to 5,2 to 5
2020-21,Uttar Pradesh,Sultanpur,2 to 5,5 to 10
2020-21,Uttar Pradesh,Unnao,0 to 2,5 to 10
2020-21,Uttar Pradesh,Varanasi,5 to 10,5 to 10
2020-21,Uttarakhand,Almora,10 to 20,10 to 20
2020-21,Uttarakhand,Bageshwar,10 to 20,10 to 20
2020-21,Uttarakhand,Chamoli,10 to 20,10 to 20
2020-21,Uttarakhand,Champawat,5 to 10,10 to 15
2020-21,Uttarakhand,Dehradun,>15,10 to 15
2020-21,Uttarakhand,Haridwar,0 to 2,5 to 10
2020-21,Uttarakhand,Nainital,>15,>15
2020-21,Uttarakhand,Pauri Garhwal,>15,>15
2020-21,Uttarakhand,Pithoragarh,10 to 20,10 to 20
2020-21,Uttarakhand,Rudraprayag,10 to 20,10 to 20
2020-21,Uttarakhand,Tehri Garhwal,10 to 20,10 to 20
2020-21,Uttarakhand,Udham Singh Nagar,2 to 5,5 to 10
2020-21,Uttarakhand,Uttarkashi,>15,>15
2020-21,West Bengal,Alipurduar,2 to 5,0 to 2
2020-21,West Bengal,Bankura,2 to 5,0 to 2
2020-21,West Bengal,Bardhaman,2 to 5,2 to 5
2020-21,West Bengal,Birbhum,2 to 5,0 to 2
2020-21,West Bengal,Cooch Behar,2 to 5,0 to 2
2020-21,West Bengal,Dakshin Dinajpur,2 to 5,0 to 2
2020-21,West Bengal,Darjeeling,2 to 5,0 to 2
2020-21,West Bengal,Hooghly,10 to 20,10 to 20
2020-21,West Bengal,Howrah,0 to 2,0 to 2
2020-21,West Bengal,Jalpaiguri,2 to 5,0 to 2
2020-21,West Bengal,Jhargram,2 to 5,2 to 5
2020-21,West Bengal,Malda,0 to 2,2 to 5
2020-21,West Bengal,Murshidabad,5 to 10,2 to 5
2020-21,West Bengal,Nadia,2 to 5,2 to 5
2020-21,West Bengal,North 24 Parganas,2 to 5,2 to 5
2020-21,West Bengal,Paschim Barddhaman,0 to 2,0 to 2
2020-21,West Bengal,Paschim Medinipur,10 to 20,10 to 20
2020-21,West Bengal,Purba Barddhaman,5 to 10,5 to 10
2020-21,West Bengal,Purba Medinipur,10 to 20,10 to 20
2020-21,West Bengal,Purulia,2 to 5,2 to 5
2020-21,West Bengal,South 24 Parganas,5 to 10,5 to 10
2020-21,West Bengal,Uttar Dinajpur,2 to 5,2 to 5
2021-22,Andaman and Nicobar Islands,Havelock Island,0 to 2,0 to 2
2021-22,Andaman and Nicobar Islands,Long Island,0 to 2,2 to 5
2021-22,Andaman and Nicobar Islands,Middle Andaman,0 to 2,0 to 2
2021-22,Andaman and Nicobar Islands,Neil Island,2 to 5,2 to 5
2021-22,Andaman and Nicobar Islands,North Andaman,0 to 2,0 to 2
2021-22,Andaman and Nicobar Islands,Ross Island,0 to 2,0 to 2
2021-22,Andaman and Nicobar Islands,South Andaman,0 to 2,0 to 2
2021-22,Andhra Pradesh,Anantapur,0 to 2,10 to 20
2021-22,Andhra Pradesh,Chittoor,2 to 5,5 to 10
2021-22,Andhra Pradesh,East Godavari,0 to 2,2 to 5
2021-22,Andhra Pradesh,Guntur,0 to 2,2 to 5
2021-22,Andhra Pradesh,Krishna,0 to 2,2 to 5
2021-22,Andhra Pradesh,Kurnool,2 to 5,2 to 5
2021-22,Andhra Pradesh,Nellore,0 to 2,2 to 5
2021-22,Andhra Pradesh,Prakasam,2 to 5,5 to 10
2021-22,Andhra Pradesh,Srikakulam,0 to 2,5 to 10
2021-22,Andhra Pradesh,Visakhapatnam,0 to 2,5 to 10
2021-22,Andhra Pradesh,Vizianagaram,0 to 2,5 to 10
2021-22,Andhra Pradesh,West Godavari,0 to 2,10 to 20
2021-22,Andhra Pradesh,Y.S.R. (Kadapa),0 to 2,2 to 5
2021-22,Arunachal Pradesh,Anjaw,2 to 5,2 to 5
2021-22,Arunachal Pradesh,Changlang,2 to 5,2 to 5
2021-22,Arunachal Pradesh,Dibang Valley,2 to 5,2 to 5
2021-22,Arunachal Pradesh,East Kameng,0 to 2,0 to 2
2021-22,Arunachal Pradesh,East Siang,0 to 2,2 T0 5
2021-22,Arunachal Pradesh,Kamle,0 to 2,5 to 10
2021-22,Arunachal Pradesh,Kra Daadi,0 to 2,5 to 10
2021-22,Arunachal Pradesh,Kurung Kumey,0 to 2,5 to 10
2021-22,Arunachal Pradesh,Lepa Rada,5 to 10,10 to 20
2021-22,Arunachal Pradesh,Lohit,2 to 5,2 T0 5
2021-22,Arunachal Pradesh,Longding,5 to 10,5 to 10
2021-22,Arunachal Pradesh,Lower Dibang Valley,2 to 5,10 to 20
2021-22,Arunachal Pradesh,Lower Siang,5 to 10,10 to 20
2021-22,Arunachal Pradesh,Lower Subansiri,2 to 5,5 to 10
2021-22,Arunachal Pradesh,Namasai,2 to 5,2 to 5
2021-22,Arunachal Pradesh,Pakke Kessang,0 to 2,0 to 2
2021-22,Arunachal Pradesh,Papum Pare,0 to 2,0 to 2
2021-22,Arunachal Pradesh,Shi Yomi,5 to 10,10 to 20
2021-22,Arunachal Pradesh,Siang,0 to 2,2 to 5
2021-22,Arunachal Pradesh,Tawang,0 to 2,0 to 2
2021-22,Arunachal Pradesh,Tirap,2 to 5,5 to 10
2021-22,Arunachal Pradesh,Upper Siang,5 to 10,10 to 20
2021-22,Arunachal Pradesh,Upper Subansiri,0 to 2,5 to 10
2021-22,Arunachal Pradesh,West Kameng,0 to 2,0 to 2
2021-22,Arunachal Pradesh,West Siang,0 to 2,2 to 5
2021-22,Assam,Baksa,2 to 5,2 to 5
2021-22,Assam,Barpeta,0 to 2,2 to 5
2021-22,Assam,Biswanath,0 to 2,2 to 5
2021-22,Assam,Bongaigaon,2 to 5,2 to 5
2021-22,Assam,Cachar,0 to 2,2 to 5
2021-22,Assam,Charaideo,0 to 2,2 to 5
2021-22,Assam,Chirang,2 to 5,2 to 5
2021-22,Assam,Darrang,2 to 5,2 to 5
2021-22,Assam,Dhemaji,0 to 2,2 to 5
2021-22,Assam,Dhubri,2 to 5,2 to 5
2021-22,Assam,Dibrugarh,2 to 5,2 to 5
2021-22,Assam,Dima Hasao,0 to 2,0 to 2
2021-22,Assam,East Karbi Anglong,2 to 5,0 to 2
2021-22,Assam,Goalpara,2 to 5,2 to 5
2021-22,Assam,Golaghat,2 to 5,5 to 10
2021-22,Assam,Hailakandi,0 to 2,2 to 5
2021-22,Assam,Hojai,5 to 10,5 to 10
2021-22,Assam,Jorhat,0 to 2,2 to 5
2021-22,Assam,Kamrup,0 to 2,2 to 5
2021-22,Assam,Kamrup (Metro),2 to 5,2 to 5
2021-22,Assam,Karbi Anglong,2 to 5,2 to 5
2021-22,Assam,Karimganj,0 to 2,0 to 2
2021-22,Assam,Kokrajhar,2 to 5,2 to 5
2021-22,Assam,Lakhimpur,0 to 2,2 to 5
2021-22,Assam,Majuli,0 to 2,2 to 5
2021-22,Assam,Morigaon,2 to 5,2 to 5
2021-22,Assam,Nagaon,2 to 5,2 to 5
2021-22,Assam,Nalbari,2 to 5,2 to 5
2021-22,Assam,Sivasagar,2 to 5,2 to 5
2021-22,Assam,Sonitpur,0 to 2,2 to 5
2021-22,Assam,South Salmara Mankachar,0 to 2,2 to 5
2021-22,Assam,Tinsukia,2 to 5,2 to 5
2021-22,Assam,Udalguri,2 to 5,2 to 5
2021-22,Assam,West Karbi Anglong,2 to 5,2 to 5
2021-22,Bihar,Araria,2 to 5,2 to 5
2021-22,Bihar,Arwal,2 to 5,5 to 10
2021-22,Bihar,Aurangabad,2 to 5,2 to 5
2021-22,Bihar,Banka,0 to 2,5 to 10
2021-22,Bihar,Begusarai,2 to 5,2 to 5
2021-22,Bihar,Bhagalpur,2 to 5,5 to 10
2021-22,Bihar,Bhojpur,2 to 5,5 to 10
2021-22,Bihar,Buxar,2 to 5,5 to 10
2021-22,Bihar,Darbhanga,0 to 2,2 to 5
2021-22,Bihar,East Champaran,2 to 5,0 to 2
2021-22,Bihar,Gaya,2 to 5,5 to 10
2021-22,Bihar,Gopalganj,0 to 2,2 to 5
2021-22,Bihar,Jamui,2 to 5,5 to 10
2021-22,Bihar,Jehanabad,2 to 5,2 to 5
2021-22,Bihar,Kaimur,5 to 10,5 to 10
2021-22,Bihar,Katihar,2 to 5,5 to 10
2021-22,Bihar,Khagaria,2 to 5,5 to 10
2021-22,Bihar,Kishanganj,2 to 5,2 to 5
2021-22,Bihar,Lakhisarai,0 to 2,5 to 10
2021-22,Bihar,Madhepura,2 to 5,2 to 5
2021-22,Bihar,Madhubani,0 to 2,2 to 5
2021-22,Bihar,Munger,2 to 5,5 to 10
2021-22,Bihar,Muzaffarpur,2 to 5,2 to 5
2021-22,Bihar,Nalanda,0 to 2,2 to 5
2021-22,Bihar,Nawada,2 to 5,5 to 10
2021-22,Bihar,Patna,0 to 2,0 to 2
2021-22,Bihar,Purnia,2 to 5,2 to 5
2021-22,Bihar,Rohtas,2 to 5,5 to 10
2021-22,Bihar,Saharsa,2 to 5,2 to 5
2021-22,Bihar,Samastipur,2 to 5,2 to 5
2021-22,Bihar,Saran,0 to 2,0 to 2
2021-22,Bihar,Sheikhpura,0 to 2,2 to 5
2021-22,Bihar,Sheohar,2 to 5,2 to 5
2021-22,Bihar,Sitamarhi,0 to 2,0 to 2
2021-22,Bihar,Siwan,0 to 2,2 to 5
2021-22,Bihar,Supaul,2 to 5,2 to 5
2021-22,Bihar,Vaishali,2 to 5,2 to 5
2021-22,Bihar,West Champaran,2 to 5,2 to 5
2021-22,Chandigarh,Chandigarh,10 to 20,20 to 40
2021-22,Chhattisgarh,Balod,2 to 5,2 to 5
2021-22,Chhattisgarh,Baloda Bazar,2 to 5,5 to 10
2021-22,Chhattisgarh,Balrampur,2 to 5,5 to 10
2021-22,Chhattisgarh,Bastar,2 to 5,5 to 10
2021-22,Chhattisgarh,Bemetara,2 to 5,5 to 10
2021-22,Chhattisgarh,Bijapur,2 to 5,5 to 10
2021-22,Chhattisgarh,Bilaspur,2 to 5,5 to 10
2021-22,Chhattisgarh,Dantewada,2 to 5,5 to 10
2021-22,Chhattisgarh,Dhamtari,2 to 5,2 to 5
2021-22,Chhattisgarh,Durg,2 to 5,2 to 5
2021-22,Chhattisgarh,Gariyaband,2 to 5,5 to 10
2021-22,Chhattisgarh,Janjgir-Champa,2 to 5,5 to 10
2021-22,Chhattisgarh,Jashpur,2 to 5,2 to 5
2021-22,Chhattisgarh,Kanker (North Bastar),2 to 5,5 to 10
2021-22,Chhattisgarh,Kawardha/ Kabirdham,2 to 5,5 to 10
2021-22,Chhattisgarh,Kondagaon,2 to 5,5 to 10
2021-22,Chhattisgarh,Korba,2 to 5,5 to 10
2021-22,Chhattisgarh,Koriya,2 to 5,2 to 5
2021-22,Chhattisgarh,Mahasamund,2 to 5,2 to 5
2021-22,Chhattisgarh,Mungeli,2 to 5,5 to 10
2021-22,Chhattisgarh,Narayanpur,2 to 5,5 to 10
2021-22,Chhattisgarh,Raigarh,2 to 5,2 to 5
2021-22,Chhattisgarh,Raipur,2 to 5,2 to 5
2021-22,Chhattisgarh,Rajnandgaon,2 to 5,5 to 10
2021-22,Chhattisgarh,Sukma,2 to 5,5 to 10
2021-22,Chhattisgarh,Surajpur,2 to 5,5 to 10
2021-22,Chhattisgarh,Surguja,2 to 5,5 to 10
2021-22,Dadra and Nagar Haveli,Dadra and Nagar Haveli,2 to 5,10 to 20
2021-22,Daman and Diu,Daman,0 to 2,5 to 10
2021-22,Daman and Diu,Diu,5 to 10,5 to 10
2021-22,Delhi,Central Delhi,5 to 10,5 to 10
2021-22,Delhi,East Delhi,5 to 10,10 to 20
2021-22,Delhi,New Delhi,20 to 40,20 to 40
2021-22,Delhi,North Delhi,5 to 10,5 to 10
2021-22,Delhi,North-East Delhi,5 to 10,5 to 10
2021-22,Delhi,North-West Delhi,2 to 5,2 to 5
2021-22,Delhi,Shahdara,10 to 20,10 to 20
2021-22,Delhi,South Delhi,20 to 40,>40
2021-22,Delhi,South-East Delhi,5 to 10,10 to 20
2021-22,Delhi,South-West Delhi,5 to 10,10 to 20
2021-22,Delhi,West Delhi,5 to 10,10 to 20
2021-22,Goa,Bardez,2 to 5,2 to 5
2021-22,Goa,Bicholim,5 to 10,2 to 5
2021-22,Goa,Canacona,2 to 5,5 to 10
2021-22,Goa,Dharbandora,5 to 10,5 to 10
2021-22,Goa,Mormugao,2 to 5,2 to 5
2021-22,Goa,Pernem,2 to 5,2 to 5
2021-22,Goa,Ponda,5 to 10,5 to 10
2021-22,Goa,Quepem,2 to 5,5 to 10
2021-22,Goa,Salcete,2 to 5,5 to 10
2021-22,Goa,Sanguem,5 to 10,5 to 10
2021-22,Goa,Satari,2 to 5,5 to 10
2021-22,Goa,Tiswadi,2 to 5,5 to 10
2021-22,Gujarat,Ahmedabad,2 to 5,2 to 5
2021-22,Gujarat,Amreli,2 to 5,5 to 10
2021-22,Gujarat,Anand,2 to 5,2 to 5
2021-22,Gujarat,Aravalli,5 to 10,10 to 20
2021-22,Gujarat,Banaskantha,10 to 20,20 to 40
2021-22,Gujarat,Bharuch,2 to 5,5 to 10
2021-22,Gujarat,Bhavnagar,2 to 5,2 to 5
2021-22,Gujarat,Botad,2 to 5,10 to 20
2021-22,Gujarat,Chhota Udaipur,2 to 5,5 to 10
2021-22,Gujarat,Dang,0 to 2,5 to 10
2021-22,Gujarat,Devbhumi Dwarka,2 to 5,10 to 20
2021-22,Gujarat,Dohad,5 to 10,5 to 10
2021-22,Gujarat,Gandhinagar,20 to 40,20 to 40
2021-22,Gujarat,Gir Somnath,2 to 5,5 to 10
2021-22,Gujarat,Jamnagar,2 to 5,2 to 5
2021-22,Gujarat,Junagadh,2 to 5,10 to 20
2021-22,Gujarat,Kachchh,10 to 20,5 to 10
2021-22,Gujarat,Kheda,5 to 10,5 to 10
2021-22,Gujarat,Mahesana,10 to 20,10 to 20
2021-22,Gujarat,Mahisagar,5 to 10,5 to 10
2021-22,Gujarat,Morbi,2 to 5,2 to 5
2021-22,Gujarat,Narmada,5 to 10,2 to 5
2021-22,Gujarat,Navsari,2 to 5,5 to 10
2021-22,Gujarat,Panchmahal,5 to 10,5 to 10
2021-22,Gujarat,Patan,10 to 20,10 to 20
2021-22,Gujarat,Porbandar,2 to 5,10 to 20
2021-22,Gujarat,Rajkot,2 to 5,10 to 20
2021-22,Gujarat,Sabarkantha,5 to 10,5 to 10
2021-22,Gujarat,Surat,2 to 5,5 to 10
2021-22,Gujarat,Surendranagar,2 to 5,2 to 5
2021-22,Gujarat,Tapi,2 to 5,5 to 10
2021-22,Gujarat,Vadodara,20 to 40,5 to 10
2021-22,Gujarat,Valsad,2 to 5,2 to 5
2021-22,Haryana,Ambala,10 to 20,20 to 40
2021-22,Haryana,Bhiwani,5 to 10,2 to 5
2021-22,Haryana,Charkhi Dadri,10 to 20,2 to 5
2021-22,Haryana,Faridabad,20 to 40,5 to 10
2021-22,Haryana,Fatehabad,>40,>40
2021-22,Haryana,Gurgaon/Gururgram,20 to 40,5 to 10
2021-22,Haryana,Hisar,5 to 10,2 to 5
2021-22,Haryana,Jhajjar,20 to 40,5 to 10
2021-22,Haryana,Jind,20 to 40,10 to 20
2021-22,Haryana,Kaithal,20 to 40,20 to 40
2021-22,Haryana,Karnal,20 to 40,20 to 40
2021-22,Haryana,Kurukshetra,20 to 40,20 to 40
2021-22,Haryana,Mahendragarh,20 to 40,2 to 5
2021-22,Haryana,Mewat,20 to 40,5 to 10
2021-22,Haryana,Palwal,20 to 40,5 to 10
2021-22,Haryana,Panchkula,2 to 5,2 to 5
2021-22,Haryana,Panipat,20 to 40,10 to 20
2021-22,Haryana,Rewari,20 to 40,2 to 5
2021-22,Haryana,Rohtak,10 to 20,5 to 10
2021-22,Haryana,Sirsa,>40,>40
2021-22,Haryana,Sonipat,20 to 40,10 to 20
2021-22,Haryana,Yamuna Nagar,20 to 40,10 to 20
2021-22,Himachal Pradesh,Bilaspur,2 to 5,2 to 5
2021-22,Himachal Pradesh,Chamba,N.A.,N.A.
2021-22,Himachal Pradesh,Hamirpur,2 to 5,2 to 5
2021-22,Himachal Pradesh,Kangra,2 to 5,5 to 10
2021-22,Himachal Pradesh,Kinnaur,5 to 10,5 to 10
2021-22,Himachal Pradesh,Kullu,5 to 10,5 to 10
2021-22,Himachal Pradesh,Lahul & Spiti,N.A.,N.A.
2021-22,Himachal Pradesh,Mandi,2 to 5,2 to 5
2021-22,Himachal Pradesh,Shimla,N.A.,N.A.
2021-22,Himachal Pradesh,Sirmaur,5 to 10,10 to 20
2021-22,Himachal Pradesh,Solan,10 to 20,10 to 20
2021-22,Himachal Pradesh,Una,0 to 2,5 to 10
2021-22,Jammu and Kashmir,Anantnag,10 to 20,10 to 20
2021-22,Jammu and Kashmir,Bandipora,2 to 5,0 to 2
2021-22,Jammu and Kashmir,Baramulla,0 to 2,0 to 2
2021-22,Jammu and Kashmir,Budgam,2 to 5,0 to 2
2021-22,Jammu and Kashmir,Doda,2 to 5,0 to 2
2021-22,Jammu and Kashmir,Ganderbal,0 to 2,0 to 2
2021-22,Jammu and Kashmir,Jammu,2 to 5,2 to 5
2021-22,Jammu and Kashmir,Kathua,0 to 2,2 to 5
2021-22,Jammu and Kashmir,Kishtwar,10 to 20,10 to 20
2021-22,Jammu and Kashmir,Kulgam,10 to 20,10 to 20
2021-22,Jammu and Kashmir,Kupwara,0 to 2,2 to 5
2021-22,Jammu and Kashmir,Poonch,N.A.,N.A.
2021-22,Jammu and Kashmir,Pulwama,10 to 20,5 to 10
2021-22,Jammu and Kashmir,Rajauri,0 to 2,2 to 5
2021-22,Jammu and Kashmir,Ramban,0 to 2,2 to 5
2021-22,Jammu and Kashmir,Reasi,0 to 2,2 to 5
2021-22,Jammu and Kashmir,Samba,2 to 5,2 to 5
2021-22,Jammu and Kashmir,Shopian,2 to 5,0 to 2
2021-22,Jammu and Kashmir,Srinagar,2 to 5,2 to 5
2021-22,Jammu and Kashmir,Udhampur,0 to 2,2 to 5
2021-22,Jharkhand,Bokaro,0 to 2,2 to 5
2021-22,Jharkhand,Chatra,5 to 10,5 to 10
2021-22,Jharkhand,Deoghar,2 to 5,5 to 10
2021-22,Jharkhand,Dhanbad,2 to 5,5 to 10
2021-22,Jharkhand,Dumka,2 to 5,5 to 10
2021-22,Jharkhand,East Singhbhum,0 to 2,2 to 5
2021-22,Jharkhand,Garhwa,2 to 5,5 to 10
2021-22,Jharkhand,Giridih,2 to 5,5 to 10
2021-22,Jharkhand,Godda,2 to 5,5 to 10
2021-22,Jharkhand,Gumla,2 to 5,5 to 10
2021-22,Jharkhand,Hazaribagh,2 to 5,2 to 5
2021-22,Jharkhand,Jamtara,2 to 5,5 to 10
2021-22,Jharkhand,Khunti,5 to 10,5 to 10
2021-22,Jharkhand,Kodarma,2 to 5,5 to 10
2021-22,Jharkhand,Latehar,2 to 5,5 to 10
2021-22,Jharkhand,Lohardaga,2 to 5,5 to 10
2021-22,Jharkhand,Pakur,2 to 5,5 to 10
2021-22,Jharkhand,Palamu,2 to 5,5 to 10
2021-22,Jharkhand,Ramgarh,5 to 10,5 to 10
2021-22,Jharkhand,Ranchi,2 to 5,2 to 5
2021-22,Jharkhand,Sahibganj,2 to 5,5 to 10
2021-22,Jharkhand,Saraikela Kharsawan,5 to 10,5 to 10
2021-22,Jharkhand,Simdega,5 to 10,5 to 10
2021-22,Jharkhand,West Singhbhum,2 to 5,5 to 10
2021-22,Karnataka,Bagalkot,2 to 5,5 to 10
2021-22,Karnataka,Bangalore Rural,0 to 2,5 to 10
2021-22,Karnataka,Bangalore Urban,2 to 5,2 to 5
2021-22,Karnataka,Belgaum,2 to 5,5 to 10
2021-22,Karnataka,Bellary,2 to 5,5 to 10
2021-22,Karnataka,Bidar,0 to 2,10 to 20
