Year,State,District,Post_Monsoon,Pre_Monsoon
2018-19,Odisha,Kendujhar,2 to 5,5 to 10
2018-19,Odisha,Khordha,2 to 5,5 to 10
2018-19,Odisha,Koraput,2 to 5,5 to 10
2018-19,Odisha,Malkangiri,2 to 5,2 to 5
2018-19,Odisha,Mayurbhanj,2 to 5,5 to 10
2018-19,Odisha,Nabarangapur,2 to 5,5 to 10
2018-19,Odisha,Nayagarh,2 to 5,2 to 5
2018-19,Odisha,Nuapada,2 to 5,2 to 5
2018-19,Odisha,Puri,2 to 5,2 to 5
2018-19,Odisha,Rayagada,0 to 2,2 to 5
2018-19,Odisha,Sambalpur,2 to 5,5 to 10
2018-19,Odisha,Subarnapur,2 to 5,5 to 10
2018-19,Odisha,Sundargarh,2 to 5,5 to 10
2018-19,Puducherry,Karaikal,0 to 2,2 to 5
2018-19,Puducherry,Puducherry,0 to 2,2 to 5
2018-19,Puducherry,Yanam,0 to 2,2 to 5
2018-19,Punjab,Amritsar,10 to 20,10 to 20
2018-19,Punjab,Barnala,20 to 40,20 to 40
2018-19,Punjab,Bathinda,20 to 40,20 to 40
2018-19,Punjab,Faridkot,5 to 10,5 to 10
2018-19,Punjab,Fatehgarh Sahib,20 to 40,20 to 40
2018-19,Punjab,Fazilka,0 to 2,5 to 10
2018-19,Punjab,Ferozepur,10 to 20,10 to 20
2018-19,Punjab,Gurdaspur,5 to 10,5 to 10
2018-19,Punjab,Hoshiarpur,5 to 10,10 to 20
2018-19,Punjab,Jalandhar,20 to 40,20 to 40
2018-19,Punjab,Kapurthala,20 to 40,20 to 40
2018-19,Punjab,Ludhiana,20 to 40,20 to 40
2018-19,Punjab,Mansa,10 to 20,10 to 20
2018-19,Punjab,Moga,20 to 40,20 to 40
2018-19,Punjab,Muktsar,2 to 5,2 to 5
2018-19,Punjab,Nawanshahr/Sbs Nagar,10 to 20,20 to 40
2018-19,Punjab,Pathankot,2 to 5,5 to 10
2018-19,Punjab,Patiala,20 to 40,20 to 40
2018-19,Punjab,Rupnagar,5 to 10,5 to 10
2018-19,Punjab,Sangrur,20 to 40,20 to 40
2018-19,Punjab,Sas Nagar/Mohali,20 to 40,20 to 40
2018-19,Punjab,Tarn Taran,20 to 40,20 to 40
2018-19,Rajasthan,Ajmer,10 to 20,10 to 20
2018-19,Rajasthan,Alwar,20 to 40,20 to 40
2018-19,Rajasthan,Banswara,2 to 5,5 to 10
2018-19,Rajasthan,Baran,2 to 5,5 to 10
2018-19,Rajasthan,Barmer,>40,>40
2018-19,Rajasthan,Bharatpur,5 to 10,10 to 20
2018-19,Rajasthan,Bhilwara,10 to 20,10 to 20
2018-19,Rajasthan,Bikaner,>40,>40
2018-19,Rajasthan,Bundi,0 to 2,0 to 2
2018-19,Rajasthan,Chittorgarh,10 to 20,10 to 20
2018-19,Rajasthan,Churu,20 to 40,20 to 40
2018-19,Rajasthan,Dausa,20 to 40,20 to 40
2018-19,Rajasthan,Dhaulpur,5 to 10,10 to 20
2018-19,Rajasthan,Dungarpur,5 to 10,10 to 20
2018-19,Rajasthan,Hanumangarh,20 to 40,20 to 40
2018-19,Rajasthan,Jaipur,>40,>40
2018-19,Rajasthan,Jaisalmer,20 to 40,20 to 40
2018-19,Rajasthan,Jalore,>40,>40
2018-19,Rajasthan,Jhalawar,5 to 10,5 to 10
2018-19,Rajasthan,Jhunjhunu,>40,>40
2018-19,Rajasthan,Jodhpur,20 to 40,>40
2018-19,Rajasthan,Karauli,10 to 20,20 to 40
2018-19,Rajasthan,Kota,5 to 10,2 to 5
2018-19,Rajasthan,Mahi Banswara,2 to 5,5 to 10
2018-19,Rajasthan,Nagaur,>40,>40
2018-19,Rajasthan,Pali,5 to 10,5 to 10
2018-19,Rajasthan,Pratapgarh,5 to 10,10 to 20
2018-19,Rajasthan,Rajsamand,10 to 20,5 to 10
2018-19,Rajasthan,Sawai Madhopur,10 to 20,10 to 20
2018-19,Rajasthan,Sikar,>40,>40
2018-19,Rajasthan,Sirohi,5 to 10,20 to 40
2018-19,Rajasthan,Sri Ganganagar,10 to 20,10 to 20
2018-19,Rajasthan,Tonk,2 to 5,2 to 5
2018-19,Rajasthan,Udaipur,5 to 10,5 to 10
2018-19,Tamil Nadu,Ariyalur,0 to 2,2 to 5
2018-19,Tamil Nadu,Chengalpattu,5 to 10,5 to 10
2018-19,Tamil Nadu,Chennai,2 to 5,5 to 10
2018-19,Tamil Nadu,Coimbatore,2 to 5,10 to 20
2018-19,Tamil Nadu,Cuddalore,2 to 5,2 to 5
2018-19,Tamil Nadu,Dharmapuri,10 to 20,10 to 20
2018-19,Tamil Nadu,Dindigul,5 to 10,5 to 10
2018-19,Tamil Nadu,Erode,5 to 10,5 to 10
2018-19,Tamil Nadu,Kallakurichi,2 to 5,5 to 10
2018-19,Tamil Nadu,Kancheepuram,5 to 10,5 to 10
2018-19,Tamil Nadu,Kanyakumari,2 to 5,5 to 10
2018-19,Tamil Nadu,Karur,2 to 5,2 to 5
2018-19,Tamil Nadu,Krishnagiri,5 to 10,5 to 10
2018-19,Tamil Nadu,Madurai,2 to 5,10 to 20
2018-19,Tamil Nadu,Mayiladuthurai,0 to 2,2 to 5
2018-19,Tamil Nadu,Nagapattinam,0 to 2,2 to 5
2018-19,Tamil Nadu,Namakkal,10 to 20,10 to 20
2018-19,Tamil Nadu,Nilgiris,2 to 5,2 to 5
2018-19,Tamil Nadu,Perambalur,5 to 10,2 to 5
2018-19,Tamil Nadu,Pudukkottai,2 to 5,5 to 10
2018-19,Tamil Nadu,Ramanathapuram,0 to 2,2 to 5
2018-19,Tamil Nadu,Ranipet,5 to 10,5 to 10
2018-19,Tamil Nadu,Salem,5 to 10,10 to 20
2018-19,Tamil Nadu,Sivaganga,5 to 10,10 to 20
2018-19,Tamil Nadu,Tenkasi,2 to 5,5 to 10
2018-19,Tamil Nadu,Thanjavur,0 to 2,2 to 5
2018-19,Tamil Nadu,Theni,2 to 5,10 to 20
2018-19,Tamil Nadu,Thoothukudi,2 to 5,2 to 5
2018-19,Tamil Nadu,Tiruchirappalli,5 to 10,5 to 10
2018-19,Tamil Nadu,Tirunelveli,2 to 5,5 to 10
2018-19,Tamil Nadu,Tirupathur,5 to 10,5 to 10
2018-19,Tamil Nadu,Tiruppur,5 to 10,2 to 5
2018-19,Tamil Nadu,Tiruvallur,5 to 10,5 to 10
2018-19,Tamil Nadu,Tiruvannamalai,2 to 5,5 to 10
2018-19,Tamil Nadu,Tiruvarur,0 to 2,5 to 10
2018-19,Tamil Nadu,Vellore,5 to 10,5 to 10
2018-19,Tamil Nadu,Viluppuram,2 to 5,5 to 10
2018-19,Tamil Nadu,Virudhunagar,5 to 10,10 to 20
2018-19,Telangana,Adilabad,5 to 10,5 to 10
2018-19,Telangana,Bhadradri Kothagudem,2 to 5,5 to 10
2018-19,Telangana,Hyderabad,10 to 20,10 to 20
2018-19,Telangana,Jagtial,2 to 5,5 to 10
2018-19,Telangana,Jangaon,2 to 5,10 to 20
2018-19,Telangana,Jayashankar Bhupalpally,2 to 5,10 to 20
2018-19,Telangana,Jogulamba Gadwal,10 to 20,10 to 20
2018-19,Telangana,Kamareddy,2 to 5,10 to 20
2018-19,Telangana,Karimnagar,2 to 5,5 to 10
2018-19,Telangana,Khammam,0 to 2,2 to 5
2018-19,Telangana,Kumuram Bheem,5 to 10,5 to 10
2018-19,Telangana,Mahabubabad,2 to 5,10 to 20
2018-19,Telangana,Mahabubnagar,10 to 20,10 to 20
2018-19,Telangana,Mancherial,2 to 5,5 to 10
2018-19,Telangana,Medak,10 to 20,20 to 40
2018-19,Telangana,Medchal-Malkajgiri,10 to 20,10 to 20
2018-19,Telangana,Mulugu,2 to 5,10 to 20
2018-19,Telangana,Nagarkurnool,10 to 20,10 to 20
2018-19,Telangana,Nalgonda,5 to 10,10 to 20
2018-19,Telangana,Narayanpet,10 to 20,10 to 20
2018-19,Telangana,Nirmal,5 to 10,5 to 10
2018-19,Telangana,Nizamabad,2 to 5,10 to 20
2018-19,Telangana,Peddapalli,2 to 5,5 to 10
2018-19,Telangana,Rajanna Sircilla,2 to 5,5 to 10
2018-19,Telangana,Ranga Reddy,10 to 20,10 to 20
2018-19,Telangana,Sangareddy,10 to 20,20 to 40
2018-19,Telangana,Siddipet,10 to 20,20 to 40
2018-19,Telangana,Suryapet,5 to 10,10 to 20
2018-19,Telangana,Vikarabad,10 to 20,10 to 20
2018-19,Telangana,Wanaparthy,10 to 20,10 to 20
2018-19,Telangana,Warangal Rural,2 to 5,10 to 20
2018-19,Telangana,Warangal Urban,2 to 5,10 to 20
2018-19,Telangana,Yadadri Bhuvangiri,5 to 10,10 to 20
2018-19,Tripura,Dhalai,2 to 5,2 to 5
2018-19,Tripura,Gomati,2 to 5,0 to 2
2018-19,Tripura,Khowai,2 to 5,2 to 5
2018-19,Tripura,North Tripura,2 to 5,2 to 5
2018-19,Tripura,Sipahijala,2 to 5,2 to 5
2018-19,Tripura,South Tripura,2 to 5,2 to 5
2018-19,Tripura,Unakoti,2 to 5,5 to 10
2018-19,Tripura,Unokoti,2 to 5,5 to 10
2018-19,Tripura,West Tripura,5 to 10,10 to 20
2018-19,Uttar Pradesh,Agra,10 to 20,10 to 20
2018-19,Uttar Pradesh,Aligarh,5 to 10,5 to 10
2018-19,Uttar Pradesh,Allahabad,2 to 5,2 to 5
2018-19,Uttar Pradesh,Ambedkar Nagar,5 to 10,5 to 10
2018-19,Uttar Pradesh,Amethi,2 to 5,5 to 10
2018-19,Uttar Pradesh,Amroha,10 to 20,10 to 20
2018-19,Uttar Pradesh,Auraiya,10 to 20,5 to 10
2018-19,Uttar Pradesh,Azamgarh,5 to 10,5 to 10
2018-19,Uttar Pradesh,Baghpat,10 to 20,20 to 40
2018-19,Uttar Pradesh,Bahraich,2 to 5,2 to 5
2018-19,Uttar Pradesh,Ballia,5 to 10,5 to 10
2018-19,Uttar Pradesh,Balrampur,2 to 5,2 to 5
2018-19,Uttar Pradesh,Banda,2 to 5,5 to 10
2018-19,Uttar Pradesh,Barabanki,2 to 5,5 to 10
2018-19,Uttar Pradesh,Bareilly,5 to 10,5 to 10
2018-19,Uttar Pradesh,Basti,2 to 5,2 to 5
2018-19,Uttar Pradesh,Bhadohi,10 to 20,10 to 20
2018-19,Uttar Pradesh,Bijnor,10 to 20,10 to 20
2018-19,Uttar Pradesh,Budaun,10 to 20,10 to 20
2018-19,Uttar Pradesh,Bulandshahr,5 to 10,5 to 10
2018-19,Uttar Pradesh,Chandauli,5 to 10,2 to 5
2018-19,Uttar Pradesh,Chitrakoot,10 to 20,10 to 20
2018-19,Uttar Pradesh,Deoria,2 to 5,2 to 5
2018-19,Uttar Pradesh,Etah,5 to 10,5 to 10
2018-19,Uttar Pradesh,Etawah,20 to 40,5 to 10
2018-19,Uttar Pradesh,Faizabad,2 to 5,5 to 10
2018-19,Uttar Pradesh,Farrukhabad,10 to 20,10 to 20
2018-19,Uttar Pradesh,Fatehpur,10 to 20,5 to 10
2018-19,Uttar Pradesh,Firozabad,5 to 10,5 to 10
2018-19,Uttar Pradesh,Gautam Buddha Nagar,20 to 40,10 to 20
2018-19,Uttar Pradesh,Ghaziabad,10 to 20,10 to 20
2018-19,Uttar Pradesh,Ghazipur,5 to 10,10 to 20
2018-19,Uttar Pradesh,Gonda,2 to 5,2 to 5
2018-19,Uttar Pradesh,Gorakhpur,2 to 5,2 to 5
2018-19,Uttar Pradesh,Hamirpur,10 to 20,10 to 20
2018-19,Uttar Pradesh,Hapur,10 to 20,10 to 20
2018-19,Uttar Pradesh,Hardoi,2 to 5,5 to 10
2018-19,Uttar Pradesh,Hathras,5 to 10,10 to 20
2018-19,Uttar Pradesh,Jalaun,5 to 10,2 to 5
2018-19,Uttar Pradesh,Jaunpur,5 to 10,5 to 10
2018-19,Uttar Pradesh,Jhansi,5 to 10,5 to 10
2018-19,Uttar Pradesh,Kannauj,20 to 40,5 to 10
2018-19,Uttar Pradesh,Kanpur Dehat,5 to 10,5 to 10
2018-19,Uttar Pradesh,Kanpur Nagar,10 to 20,2 to 5
2018-19,Uttar Pradesh,Kasganj,5 to 10,5 to 10
2018-19,Uttar Pradesh,Kaushambi,10 to 20,10 to 20
2018-19,Uttar Pradesh,Kushinagar,2 to 5,2 to 5
2018-19,Uttar Pradesh,Lakhimpur Kheri,2 to 5,2 to 5
2018-19,Uttar Pradesh,Lalitpur,5 to 10,5 to 10
2018-19,Uttar Pradesh,Lucknow,10 to 20,10 to 20
2018-19,Uttar Pradesh,Maharajganj,2 to 5,2 to 5
2018-19,Uttar Pradesh,Mahoba,2 to 5,2 to 5
2018-19,Uttar Pradesh,Mainpuri,2 to 5,5 to 10
2018-19,Uttar Pradesh,Mathura,2 to 5,5 to 10
2018-19,Uttar Pradesh,Mau,5 to 10,5 to 10
2018-19,Uttar Pradesh,Meerut,10 to 20,5 to 10
2018-19,Uttar Pradesh,Mirzapur,10 to 20,10 to 20
2018-19,Uttar Pradesh,Moradabad,10 to 20,10 to 20
2018-19,Uttar Pradesh,Muzaffarnagar,10 to 20,10 to 20
2018-19,Uttar Pradesh,Pilibhit,2 to 5,2 to 5
2018-19,Uttar Pradesh,Pratapgarh,5 to 10,5 to 10
2018-19,Uttar Pradesh,Rae Bareli,2 to 5,2 to 5
2018-19,Uttar Pradesh,Rampur,2 to 5,5 to 10
2018-19,Uttar Pradesh,Saharanpur,5 to 10,5 to 10
2018-19,Uttar Pradesh,Sambhal,10 to 20,10 to 20
2018-19,Uttar Pradesh,Sant Kabir Nagar,2 to 5,2 to 5
2018-19,Uttar Pradesh,Sant Ravidas Nagar,10 to 20,2 to 5
2018-19,Uttar Pradesh,Shahjahanpur,5 to 10,5 to 10
2018-19,Uttar Pradesh,Shamli,10 to 20,10 to 20
2018-19,Uttar Pradesh,Shravasti,2 to 5,2 to 5
2018-19,Uttar Pradesh,Siddharth Nagar,2 to 5,2 to 5
2018-19,Uttar Pradesh,Sitapur,2 to 5,2 to 5
2018-19,Uttar Pradesh,Sonbhadra,5 to 10,5 to 10
2018-19,Uttar Pradesh,Sultanpur,2 to 5,5 to 10
2018-19,Uttar Pradesh,Unnao,5 to 10,5 to 10
2018-19,Uttar Pradesh,Varanasi,10 to 20,5 to 10
2018-19,Uttarakhand,Almora,10 to 20,10 to 20
2018-19,Uttarakhand,Bageshwar,10 to 20,10 to 20
2018-19,Uttarakhand,Chamoli,10 to 20,10 to 20
2018-19,Uttarakhand,Champawat,10 to 20,10 to 20
2018-19,Uttarakhand,Dehradun,10 to 20,10 to 20
2018-19,Uttarakhand,Haridwar,2 to 5,5 to 10
2018-19,Uttarakhand,Nainital,10 to 20,10 to 20
2018-19,Uttarakhand,Pauri Garhwal,10 to 20,10 to 20
2018-19,Uttarakhand,Pithoragarh,10 to 20,10 to 20
2018-19,Uttarakhand,Rudraprayag,10 to 20,10 to 20
2018-19,Uttarakhand,Tehri Garhwal,10 to 20,10 to 20
2018-19,Uttarakhand,Udham Singh Nagar,2 to 5,5 to 10
2018-19,Uttarakhand,Uttarkashi,10 to 20,10 to 20
2018-19,West Bengal,Alipurduar,2 to 5,2 to 5
2018-19,West Bengal,Bankura,2 to 5,5 to 10
2018-19,West Bengal,Bardhaman,2 to 5,2 to 5
2018-19,West Bengal,Birbhum,2 to 5,5 to 10
2018-19,West Bengal,Cooch Behar,2 to 5,2 to 5
2018-19,West Bengal,Dakshin Dinajpur,2 to 5,5 to 10
2018-19,West Bengal,Darjeeling,2 to 5,2 to 5
2018-19,West Bengal,Hooghly,10 to 20,10 to 20
2018-19,West Bengal,Howrah,0 to 2,0 to 2
2018-19,West Bengal,Jalpaiguri,2 to 5,2 to 5
2018-19,West Bengal,Jhargram,2 to 5,10 to 20
2018-19,West Bengal,Kalimpong,2 to 5,2 to 5
2018-19,West Bengal,Kolkata,2 to 5,5 to 10
2018-19,West Bengal,Malda,2 to 5,5 to 10
2018-19,West Bengal,Murshidabad,5 to 10,5 to 10
2018-19,West Bengal,Nadia,2 to 5,5 to 10
2018-19,West Bengal,North 24 Parganas,2 to 5,5 to 10
2018-19,West Bengal,Paschim Bardhaman,2 to 5,2 to 5
2018-19,West Bengal,Paschim Medinipur,2 to 5,10 to 20
2018-19,West Bengal,Purba Bardhaman,2 to 5,2 to 5
2018-19,West Bengal,Purba Medinipur,10 to 20,10 to 20
2018-19,West Bengal,Purulia,2 to 5,5 to 10
2018-19,West Bengal,South 24 Parganas,10 to 20,10 to 20
2018-19,West Bengal,Uttar Dinajpur,5 to 10,5 to 10
